ID,Offset_fault
ID_TL342R3UWCAJ,1
ID_CA3UUAY1PL84,0
ID_SXYHJAVIVUGI,1
ID_S8F51C6YMVA6,0
ID_5OMDP6R2LWL4,0
ID_LZT75KVWZKII,0
ID_BWD4RUP15FB5,0
ID_0OY0Q9A1Q99U,0
ID_J03Y24268FLI,0
ID_S6JW9TUKC1G3,0
ID_I842BJLK5U0B,0
ID_LQJVBWLS9GSN,0
ID_JLY5SH6PX2RS,0
ID_U8HWKPLO9JTK,0
ID_PSKEERD8VJJ3,0
ID_T9FCZOXIJ49Y,0
ID_9XAX7F0W1ZMT,1
ID_UUJITRO26I9Z,0
ID_DQWQISSXJH4T,0
ID_ULXGPSIKY22A,1
ID_DQNKT4Q27RMH,0
ID_WQ5VVDQC6V7T,1
ID_KBIW6R5N5AK4,1
ID_PWWPQ6RN9BEE,0
ID_SL66WGM442MC,0
ID_L9DFL8LFX8JN,0
ID_IASCSJ3VYPRS,0
ID_8DB07ISNKQSY,0
ID_ZVLXXNEFESC0,0
ID_TW0PSKWB3TBI,1
ID_BUAY5Z9WSNP9,1
ID_2KHOXXRC6KBS,0
ID_KYIXQ8BHAHCT,0
ID_7BKLKYE60YYT,0
ID_JQV6WX3J5KEX,0
ID_ZIKE18CMY7ZC,0
ID_X57WVJ1LYTGM,0
ID_XAGENPY9BTF2,1
ID_76XCFAEWI31E,1
ID_2FL31YSEB9Z4,0
ID_5XMZTJTOG2RA,0
ID_9D01ZR45CR01,0
ID_4FEC3HC89FT9,0
ID_72XS75TTNPQG,0
ID_6P9XTMQF50RU,0
ID_FSLBUF22M41L,0
ID_TB42YW5IDGE2,1
ID_Q3OSJU5G5ZOB,0
ID_QSXJG7H4J9X3,0
ID_7NBV5K2XC9J0,1
ID_80B3QH79HSZV,0
ID_WFEOLD1JBSZZ,1
ID_5D9LS6FW2VKX,1
ID_TIYPFSZ8H8YM,1
ID_0T7TI4XLFCEE,0
ID_3MS2XTGYCW6V,0
ID_8FC9C00WZ3HX,1
ID_Q0DZQ8B02XNM,1
ID_JIMOXSH8XRWU,0
ID_TPED67V0XRSP,0
ID_L1531K30U9Y7,0
ID_Q064BQ0KJ8W5,0
ID_5Z4DCZPBEE72,1
ID_CXNO7PQNPBSI,0
ID_AIEVD2VSD4UZ,0
ID_7S9LJTDSABT5,1
ID_ASAFZ366ADLX,1
ID_X9X55CFIYMV1,1
ID_PVDX8MH6CIFW,0
ID_5ATSZ4IZ7ZES,1
ID_ZZFRAMXQ8A79,0
ID_59E53YWW3TDM,0
ID_GTN4EBVOMBVE,0
ID_ZUOB0KOD4MRW,0
ID_Z8D28J2XHBR9,0
ID_ZVK67A95EVY8,0
ID_R4YZOQNE4ALT,0
ID_SX5CZSIJK6BG,0
ID_TZNU85CE808J,0
ID_T6NXVA2R5GM5,1
ID_F86K41QSDQUY,0
ID_HV1KL3Q6MJKF,0
ID_Q4CU8Z8091JI,0
ID_81Y348K4GL6S,0
ID_STDG5OAX0QLZ,0
ID_SA1H3OE3EHLV,0
ID_2DU3VAJ22HFV,0
ID_RDE5FAGGEFIL,1
ID_DATYGBXJ9A3P,1
ID_IZRWKB7PWE5P,0
ID_AO797BSUI37Q,0
ID_C2WTV4BOFSJ9,1
ID_MHYRJVBF8WN7,0
ID_G4F64HTLTFLT,1
ID_F9APPAVWVVOH,0
ID_SG8B0OOKDGAB,0
ID_WDMA6GNGKXCG,0
ID_DGJLI86GQKH7,0
ID_K541626NX44L,0
ID_44DF59TVYF5U,1
ID_FOHAGQIPFY12,1
ID_NDH9G47PES2J,1
ID_4ZWCB50ORZWI,0
ID_3A3MK4UC4EV0,0
ID_V2LLB90MIS61,0
ID_0D9ZGXTL82DQ,0
ID_YLXFMFC7XLAM,0
ID_8CGR6M9L5896,1
ID_9BE1R03MYANU,0
ID_HV148PFBHHD5,0
ID_6RICTP6K2P8F,1
ID_HHABQ4PTE6CP,0
ID_TCVFF8LRJ4GZ,0
ID_R34F3BF2EX7D,1
ID_EK4S8UQQ6UEJ,0
ID_CZ2ZGVO50FY8,1
ID_KH4X4WB8FX5U,1
ID_L82A3GJBUGUZ,0
ID_C2JNNX0TKI0I,0
ID_D3DT658NBVW8,0
ID_XZ4LWFSUANIT,0
ID_HYEF399SXU1S,0
ID_PLT5ANGTSDAZ,1
ID_F76UDKQ9WC16,0
ID_10WKAFULNGOF,0
ID_B7NXOGE8GUEK,0
ID_4LQ0ZS298M1G,1
ID_EJI9KDICFZTF,0
ID_KIJ1HKLU0G5J,1
ID_SAHY4MR89907,0
ID_CK69YW6QNB6W,0
ID_QJQ07OODD862,1
ID_M5TFDUBYZ3A8,0
ID_KZZS2LVIWKWY,1
ID_4BA06VWBR0DZ,1
ID_E2ES7YWJZQO9,0
ID_5PSIY7XYKTUP,1
ID_Q1FTY3RZIG9S,0
ID_JTIQOW3U5RJ7,0
ID_XIU7X2PAMRMS,0
ID_N0DUP74L7UKO,0
ID_5Y5WBG7MKK60,0
ID_0G5PEZLVGY1V,0
ID_FRLQN52QZUQP,1
ID_1NMAT7WIUSU7,0
ID_RQX1YRJTXUUI,0
ID_151S50PP4XW4,0
ID_VG5QWB17USNF,0
ID_QJTCXARCJ7WK,1
ID_MJQ8MAANN0UE,1
ID_KOB8NV2A1HD6,0
ID_EPJWDUCSLDES,1
ID_4598B013J3F2,1
ID_98Q18BVOYOV0,0
ID_R4SX16U60P0F,0
ID_CU9YXE2GE32R,0
ID_PJB0HHGN3N6M,1
ID_TP6HBPNOD8KX,0
ID_CIHOYOUR2W0B,0
ID_JFSGLMUKQGC0,1
ID_XOM85QQE8UFE,0
ID_GIMY3771POD2,0
ID_9K4HA66BUCT0,1
ID_OMM98Q9D4QBE,0
ID_6AQRHLJGU5TA,0
ID_C9MWV89K9N0G,1
ID_JZU41U7E1HRR,0
ID_SOVA4EIYSV6O,0
ID_0BFO3FRW7L6C,1
ID_0QKZ172N0RTO,0
ID_615R9L39G6FA,1
ID_6N9BA5ZOWB4H,1
ID_SCU303TKCR9M,0
ID_7W9BALLUJXTN,1
ID_F3JEX2B7OWPY,0
ID_0EUIX2758LN7,0
ID_F22VU9R9MFFW,0
ID_1YZ9Q226X9MH,0
ID_KUQ10CQKYGNX,0
ID_Q6CSV809HKUZ,0
ID_O38Z6LZMC8VN,0
ID_RWED05HGTJRD,0
ID_WUSQU28CHWDM,0
ID_JMI6XPY88675,1
ID_7TOK8YK7IC9H,1
ID_N9NXEBIIUFM6,0
ID_H6TMPCPEMWWZ,0
ID_CC2IFGOOUOJZ,0
ID_5VTO9S81H9B7,1
ID_85VAR8RTNNAL,1
ID_I8EDKKDZ386H,0
ID_HIUGYEYX03IW,1
ID_ED8XBCHUSSOM,0
ID_VBF4NKJ4I8VR,0
ID_BQMVX1IP0LL4,0
ID_62URXAHL5THZ,0
ID_7PELBQ6PZ6KS,1
ID_XFDU1KKWB9LF,0
ID_C1202XFL5FHN,0
ID_VYM20FSFINR4,0
ID_T8IP7HCB9MAT,0
ID_FG8F03TFRN4M,1
ID_W6222QWYANO7,1
ID_CHJXKYAY0ANN,0
ID_Z30CI35SSJNY,1
ID_XHUD8V88BPTH,0
ID_MR57K4U5JMUJ,0
ID_0FKBUSARB00J,0
ID_2U267MWKYYR2,0
ID_00C0EA99XBFC,1
ID_TFC0X8I9JIPB,1
ID_BI9X2HRUAW54,0
ID_UWFXBBYDWR0A,0
ID_3UFTY8PCAEP8,0
ID_P0AZS5UKIR40,0
ID_GFR4853487VN,0
ID_ROXK9DOWL6G9,0
ID_LJAUUHSZXE47,0
ID_K45F3P4C0KO3,0
ID_E3Y5ZF6656W3,1
ID_SWE2O3NXRLPZ,0
ID_HNES6IRR8H2V,0
ID_5AZKWTZJHSQR,0
ID_9NQ5M5R6L5IX,0
ID_KTP9TT298SKX,0
ID_54CC7M1OAEYF,1
ID_PYW5KKAV4MZ6,0
ID_8U1MUBN173N8,0
ID_R4MNBE1K1USE,1
ID_4JZVFHOJV7BK,0
ID_WIQY71YCANA5,0
ID_8JIM3JOAA4NZ,0
ID_JVOJUYVKLN23,0
ID_141CWR5QAGMH,0
ID_IIL12NEJ8US0,0
ID_K1II8X96MBTT,0
ID_9GVJWMSO5F9U,1
ID_U9GM1WZ3JVF9,0
ID_HX5M85BTRTBW,0
ID_HPA014SVI6C9,0
ID_S2Q4NFWKW2T2,0
ID_3F7EGMVF5ABI,1
ID_W8JA5IAN1IDK,0
ID_FXGXFB44XI31,0
ID_Z3JYTECBMFAN,0
ID_90THF35D08M0,0
ID_J9FRXW55G0A3,0
ID_W0BYNYOXCZ7M,1
ID_FYNQXQAOW32T,0
ID_Z70U8U1OGWLE,0
ID_S3T9BKNRLLOZ,0
ID_LGKJ0O6XB1VJ,0
ID_BQ2AHYOK6H1L,0
ID_4Y37KY1S0UV0,0
ID_6ZF0O9FM2V2I,0
ID_XW6EII7PJFHR,0
ID_SMRRQJY1F4WR,0
ID_D81JUS34VO1P,0
ID_4VGB810H2NDK,0
ID_9M8LP9KX6GFA,0
ID_MUDJ25QWBNTO,0
ID_ULO8FVP8OHO7,0
ID_QP0B3ZH41KXF,1
ID_3YZLKNKBZYT9,0
ID_MZQ63WCKWGD3,0
ID_T51CZUWH9ZKC,0
ID_JCNR4M9MKYDM,0
ID_H4SAHYM765FH,0
ID_Y026BTHEAN2T,1
ID_1620T7NEPXXX,0
ID_LCNVQIQSY1GB,1
ID_HW9PBDUXUND6,0
ID_B7XGZXS49UJC,0
ID_1BUEQ4K27ZDG,0
ID_XTHX2DMIAOCL,0
ID_X2XQT2AOXTTE,0
ID_CASMSKG4J8NP,1
ID_UTLAAM3AC7EM,0
ID_GR8YUHMSPY30,1
ID_IBH1HUOHVQUF,0
ID_2V0ZH1LPPORL,1
ID_DNL0O0ZQ3BBI,1
ID_KHCO9UZSYW1B,0
ID_LZQL3T08M15B,0
ID_1DK50VI9VL4S,0
ID_CFVB4SEYLK3Y,0
ID_NNG8W5OJAMEY,1
ID_32VZ8QP3DT52,1
ID_21DBQSGFM3Z7,0
ID_47OR1IK89URU,1
ID_0UAGNFO0GE4C,0
ID_23X2EB1RNI96,0
ID_B5S5AL82PD42,1
ID_ELFKAK9QNW8I,0
ID_AP6A7CTQK5W8,0
ID_06INFWWBVTPL,0
ID_BBJ9UJJMV0H5,0
ID_KESG4O22VDBG,1
ID_BI10M00OXPOP,0
ID_KYM45GAVEXVD,1
ID_C2KLHRQ5R713,0
ID_YYG3SGLL7RLP,0
ID_5GZ5WERGTPUI,0
ID_WNEIMD1Q0SKC,0
ID_O3CIKS9H16M1,0
ID_L8Y9KLFD71F1,0
ID_JXG4CR4BWWPN,1
ID_WDDQQJ0XBZB7,0
ID_LHOR76894GA4,0
ID_0S13XF5YKPE4,1
ID_TTSFQWZ0X1Z3,0
ID_5M9CT0T6ZVCK,0
ID_O7MCJCDUSB0U,1
ID_6QAPY4DX6TQ0,0
ID_KMBPZ3FM04PJ,1
ID_57A82VSLYIFQ,1
ID_HMW590WXB95R,1
ID_0127HRJ3Z3FC,0
ID_8G7569OX0JFQ,1
ID_GRRIR7NWDPQB,0
ID_YWXG2O8AFD3K,0
ID_U4C1KPE293NN,1
ID_KJVFVT8AQTFH,0
ID_FKCC1F7J9PFZ,1
ID_TMFTXC13NHXZ,0
ID_65Y6D3YZPZC1,0
ID_HIKT2JK167DF,0
ID_9CXZ4L7WV47N,0
ID_R243JDLI055K,0
ID_K13ZW87YPLI4,1
ID_OIY9PUXHQ83D,0
ID_KEI9KT8CQCUK,0
ID_B5D6U4CY4TYK,0
ID_G9ZUT8RG044C,0
ID_RYY4APT9QUOE,1
ID_A51A3B3I4BKH,0
ID_KC3LPKS9IFJW,0
ID_SLTVA2O57AM5,0
ID_3K84M7G8ATFP,0
ID_1N32PSQXTXCO,0
ID_RI50KXFBEKDH,1
ID_3SNV40L17CKV,0
ID_7TW0LNQLU2Q1,0
ID_E1K6AYSUFLM9,0
ID_K2F2Q2QADE4H,0
ID_PONZNXL5HDVP,0
ID_AE7URL7W9W0E,0
ID_F5OO0TWHCQSB,0
ID_TSRVB6U8SZ6O,0
ID_IDVG15C62YDQ,0
ID_0Y61LB8MRDYF,0
ID_EVU5RUEO058C,0
ID_SBH0DQ6QG121,0
ID_WGFWAASO9CQU,0
ID_LW3OP5OVVGV4,1
ID_CODQB3OBP0QG,0
ID_D0HSZ1XN2VR8,1
ID_IR21OL55I6G7,1
ID_B0DLZ1E9C4EW,0
ID_RFZRXAHNNJA1,1
ID_9ME0R9EF2IGN,0
ID_1N8X0GKBLUNQ,0
ID_XEFJ4E708358,0
ID_1DOX32KCYU98,0
ID_GU4GMUE8ZNOX,1
ID_Q49RYC6N0K1S,1
ID_GTXYBFBSV30X,1
ID_4EQYV9SHBWK6,0
ID_XXCFM0ID6MOM,0
ID_QNMYALDC52CR,1
ID_7J32RUEI57T9,0
ID_HWONG7X19T9N,0
ID_7N5CEL3CUWHB,0
ID_Y9SFNS6H1HAN,0
ID_7E06C79O8FQS,0
ID_Z4BXARLZQ6D5,1
ID_J7FSGWGO3EX0,1
ID_BTG0YYN56AUT,0
ID_HR9J63P8XH1X,0
ID_B27XG7F3K561,0
ID_1VJA9X28T3SR,0
ID_CFLRMW97W3YQ,0
ID_CSUZEGHQTHYU,0
ID_8VNC5R6H6H3G,1
ID_EO74363S510A,0
ID_22JG15O2XYYU,0
ID_ICGPHAVESL0Y,0
ID_URWIKWGQYLW4,0
ID_DU8XYN7YT1PU,0
ID_2KE5JFBG3N00,0
ID_SUWZMDI57365,0
ID_D2MYBVB6JTRX,0
ID_F8U6FFU9IJY4,0
ID_8AK7I3139FCS,0
ID_BM7FO1PK25G2,1
ID_KQW3XINSSNPN,0
ID_EGWN7PQI9ECF,0
ID_JZPSJZB50CLO,0
ID_5KWVHZ5R1HXW,0
ID_8ZMEEUUI7J4T,0
ID_YF6OD6OLD2VH,0
ID_QQNLKYA2C4N4,0
ID_GIYU2WOVLPYN,0
ID_XWCGTK015STL,0
ID_TOIZ3BF8645R,0
ID_FPZK6DJO2EWZ,0
ID_P0VKB36LLQE8,0
ID_PQ2UAAA3ZK77,0
ID_ZXB0ZAJZM6XK,0
ID_UEQZ174JEAXH,0
ID_AFRE3VTGZXO9,0
ID_R1M4ZJDSE06U,0
ID_Y04BWZ767JPH,0
ID_Y6W18GY9SB1X,1
ID_FE4W67P0FCDA,1
ID_03PBO8KT94HB,0
ID_5CNLINFLAXVJ,0
ID_KPAONGUKRH4Y,0
ID_QTS4QX06L02U,0
ID_TLXGAGG9N3GF,0
ID_2PAPO3W520RE,1
ID_J386BYIKBMAJ,0
ID_51IG752JKIWE,1
ID_EUU71XJD1B5Q,0
ID_FK25XGZ1ZDGI,0
ID_3YXZ3T295T0V,1
ID_ILS34V0UAG6S,0
ID_0AYF6H9RSSS7,0
ID_1WUM3ZBLJVG9,0
ID_8PPJH2YSLVY6,1
ID_E2TLUTQR34T3,0
ID_PN49UZVIEK7C,0
ID_RZ5Z0TZ35TVY,1
ID_PLEUIY6JZ1YJ,1
ID_8HZ74QSCDIQT,0
ID_Y7BK4QIBFRMI,0
ID_6I97TQOJM4SG,0
ID_HW4F3D8FIX4V,1
ID_M08AEKPC5LJB,0
ID_21B6A0ZI4VY7,0
ID_5T5GVWDDNJOC,0
ID_67C22MQ0Y1QX,1
ID_SBZA8VYNWDDK,1
ID_3DT6GCZM06VJ,0
ID_CEXQPRKWJ7AA,0
ID_6RWTUPTI6ZJE,1
ID_NK63FCYOG1ZN,0
ID_KGW50GFDM2X1,0
ID_ITML2AXZR93H,0
ID_O7EOAL34TVIF,0
ID_YBTSZ1O37HRQ,0
ID_HLFQS49IRHS5,0
ID_IHU7G8HCRE3Q,1
ID_DRWEQSY1X6MX,0
ID_YTXRZYMAR4QC,0
ID_YXKBBCDT4LAD,0
ID_HB356G1NQTLD,0
ID_NR58L8SZJCN6,0
ID_5RME2JTQSNPK,0
ID_OPOM0ZJT9F8K,0
ID_W5LHS7FWNI5K,0
ID_X30XYF4BVVFY,1
ID_Q0E1ITC7B2S5,1
ID_MPY81DWBOOZP,0
ID_4806YXEOZ67J,1
ID_NDFA013231W9,1
ID_J98I0D6DSQHS,0
ID_5UQHAMZ1I3ON,0
ID_NUUWCXDDWY8W,1
ID_ZXEJCJD7F2J5,1
ID_QATOD1NVD2DM,0
ID_8M9ZT018J0R2,0
ID_IN446RVJXMN8,1
ID_L8JMSL6IDXV5,1
ID_CPBF2MS8IRC4,0
ID_BXNHMQQF69X7,0
ID_GET7UJAQ6U1C,1
ID_Z4EB3K1SD285,1
ID_VBH4QCZPYC4J,1
ID_6MVFE5SR1KT1,0
ID_S1GP1F7D8WTQ,0
ID_DPI0HL648W5L,0
ID_NWA6UZM0XBPQ,1
ID_HSDFL6BCWKG6,0
ID_3BFALYLIO32S,0
ID_2GXABAR92ITO,0
ID_KRWPOQY74SU6,1
ID_4A8Q8TOK95R6,0
ID_DBUBZCHQ7MTG,0
ID_46F1RSCP1SCJ,1
ID_M1CGZLHBVIRR,0
ID_1CFJ7OD1SW9M,0
ID_9TV2MGNVXFHQ,0
ID_XJXIHHIF6J1B,0
ID_UVSQUCLIDGZX,1
ID_50EUGR7D6P3K,0
ID_NNFDDTADOU5D,0
ID_C9ZSCRBMIZ5M,1
ID_Q9F2D4EVO4L0,0
ID_68KOU3EW2DVQ,0
ID_MS8COPZNY4SI,1
ID_JWUF3S2WAKQ4,0
ID_A131KLNPNAXM,0
ID_7IIXG52Y0Z84,0
ID_9I1VTYAQT44C,1
ID_G3ADOQXA09XO,1
ID_1G5XVKI38BYR,0
ID_XI9MNWUQA01L,1
ID_HYPZZM0OI3Y4,0
ID_U35OSPLGD3GK,0
ID_BR8E8UC62FHL,0
ID_09UWYX8VBZ6B,0
ID_FY3TUZYZGIIA,0
ID_QDLT1LWMC0B1,1
ID_ZP76RIRLWQRQ,1
ID_4UBZNG3WBLL2,0
ID_SSCKYKGE9RFM,0
ID_MCJJR24NEPGZ,1
ID_W91ETQFRKDM9,0
ID_AGAH3VXMYAH6,0
ID_246KNO31IGJZ,0
ID_44ZEF7GUCMD0,0
ID_Q6C7UTTM3NG7,0
ID_R3ZSVW855TUL,0
ID_P7XA7APX3K62,0
ID_IT2MZM0HE5W8,0
ID_J2O04UMET27B,0
ID_BEYXD48U67EL,0
ID_XP75Q2488ONK,0
ID_O8NQ4K81D9BW,0
ID_BQF74BSJSJSO,1
ID_JRF3BX6YCINH,0
ID_WUFWILUOSMAN,0
ID_S7UPIF83IW61,0
ID_ZEQHCFUDCFVO,0
ID_46M1RC8ZXKTR,0
ID_4OEDDSOLTFGL,0
ID_I03RBU7ZSXQM,0
ID_J36TEONO8F3J,1
ID_1OJYETKKX97Y,1
ID_0RCUDC3EADEO,0
ID_9PD1JRQZ5CWZ,0
ID_TKNYCTRADELC,1
ID_IXERHAGESXIO,0
ID_RK3EAH4L2GHC,0
ID_IRUS23GJ9AYK,0
ID_6802EU884PP5,1
ID_5L9ZWNU9CEMI,0
ID_KAW6VNFOMHV5,0
ID_48HY7YH3RQ7G,1
ID_B1BQ1QY1GYW3,1
ID_TWT2C5PI5K6U,0
ID_OFM5RLTR6H3K,1
ID_W8YELEQ8X4GX,0
ID_VLRXTQB11IZ9,0
ID_37C4XDJELINR,1
ID_P4MAC2Q2O2V8,0
ID_G3X1QP0KXN3V,1
ID_0JU3Y70P1EVF,0
ID_U0BQVDBZMI8Q,0
ID_9IFWITS387RM,0
ID_PTLGCILR6I5P,0
ID_4IU5FSBO30XL,0
ID_4CWO17K3MJ0S,0
ID_63R4UEVMGWIA,0
ID_EAN8NRS95HET,0
ID_GT30FXIVCUKC,0
ID_4GWXK1OQ2FR5,0
ID_KSV9NM34TG4I,1
ID_ODR4LQM3MFPL,0
ID_Q85DVR8JCKU2,0
ID_RFLDDAV809GV,0
ID_AV5QM5BAPR8B,0
ID_EF8BJ5DMHM57,0
ID_N3I12W3H4Y3Q,0
ID_KSFU5DFM49TY,0
ID_MUIRL4FSYP2U,0
ID_B56SSPFVQOTY,0
ID_N9379TJIVBF2,0
ID_PGU92QXBAF3A,0
ID_BF2S2OCGQDR3,0
ID_NWB357EIBEUC,0
ID_8RBL5XLDHCPV,0
ID_JVR8EVRPDQV2,0
ID_TIL2T6OAG36J,0
ID_IL9QAONXG79T,0
ID_0YDF0AHZ6ODP,0
ID_1LFJX0Z87040,0
ID_RCFZNG3KHQGS,0
ID_828T2Y374LAA,0
ID_JVJ1D040XYLL,0
ID_NIPWYB1Z0IPR,0
ID_7EIBVLS7Z4M3,0
ID_QV3M0E22DNJM,0
ID_TFC6MIY4THWZ,1
ID_QPIO4XKQR3I2,0
ID_JGB4YWEYFNWQ,0
ID_GU3ONRCUGFO7,0
ID_FU2469CFK0EU,1
ID_F243DWK0UM25,0
ID_LVJ2M88WF6HA,0
ID_MV464TJC4G3J,0
ID_2COWQF24B5Y8,0
ID_7DILR2H1YF2B,0
ID_CYGWPUYZXO5K,1
ID_AWAVYNNQV5VS,0
ID_AMKVBBTY55WW,0
ID_F9RCRKUAROID,0
ID_HGC01NMM8DHX,0
ID_L0SR0WCWRSD6,0
ID_HG5O55SLXF2U,0
ID_MJ8FFG0Y6Q7A,0
ID_GSFN90NUU2L4,1
ID_MGN849IUC60D,0
ID_QJ8C6IQP2EUO,1
ID_DKDKJZHW5132,0
ID_S6DQ16AHRX1P,0
ID_KJKN9B2Q18S0,0
ID_VMYHJMDALCUP,0
ID_58FIYLVJQYMV,0
ID_72RE75J91AA2,1
ID_UYG67MCAO44J,0
ID_3P6V55S8UCLK,0
ID_WRZ5X042T3H6,0
ID_6QD1P9BP27B0,0
ID_OK4VODSGZNYF,1
ID_NY5BYD8VVN0G,0
ID_G822TXN9W1GA,0
ID_42EJGS8R9WXZ,1
ID_VNLOM05X678X,0
ID_3RVXRGFHDZ95,0
ID_N7CJZVX3W2HG,0
ID_RHW6PT9UXHPI,1
ID_K5DEFFGQ3UL1,0
ID_WAIN238UU3JO,1
ID_YFVBAR0ECU62,0
ID_89N0EB6GV1DJ,1
ID_NCM87MRXNGS8,0
ID_4L5P8JNQDPJW,1
ID_BUAIPT6IXCN8,0
ID_UDYKAOKT9N7M,0
ID_8PC3NR61ZU3W,0
ID_ORZGJXI0V621,0
ID_2MAS6VCVOC9X,0
ID_NM5R5U1ZFFR6,1
ID_VIBRNES6Z8IX,0
ID_DULU3AHLYV6M,0
ID_OLRYMH6IHL2J,0
ID_WLQTS7HZ292I,0
ID_F8J5M29R78TQ,1
ID_TXYNARN1E1SM,0
ID_GOW7Q79J2EF4,0
ID_G27QBAR0VYCT,0
ID_6UK8OY2EWWWI,0
ID_UXFJNTJP1QAN,1
ID_6BI381YUU7C3,1
ID_2XJQA4DXJXRU,0
ID_LY1W0SN27U6T,0
ID_ZI8Y2ZI625OZ,0
ID_JP1IJR38GLIE,0
ID_49K0UXEZVMAZ,0
ID_2U8557WL90LH,0
ID_PKU73LOQCGNH,0
ID_N4G3SM8D38XM,0
ID_B658QSDWYOLJ,1
ID_RC59GS4RDELC,0
ID_Y1B51H3KDI95,0
ID_ULYX3LKLZG1C,0
ID_97ZBFC6KVKB2,1
ID_7RG6ELIU2F3L,0
ID_PPDM9R3MDL79,0
ID_8Q22TUZQ3ZTQ,0
ID_W0O34SQ3K4QG,0
ID_542YXGVAQ0TP,0
ID_3DUCB0BO9H3Z,0
ID_S9RKBF6OBD3J,1
ID_MOBR8YU4UQY0,1
ID_0FRQ3HH85K14,0
ID_BUR02SJAJ7VC,0
ID_AW6IA0TZB9Z6,1
ID_D4ORNVE5PV2J,0
ID_LT1KFK938HZV,0
ID_JA7VCI4B3P5Q,1
ID_O5AGHNO85Y0V,0
ID_OMZC34PVEASI,0
ID_J4S554DV1CVN,1
ID_FV1WX9GVATLK,0
ID_BSQAP7E62U1X,0
ID_HRPJFESDWPJG,0
ID_H6H07IZGDD6O,1
ID_3CHNY4FBSD2A,0
ID_YQJBF6JWRMLF,0
ID_2O1SDIBULKXP,1
ID_DV0N41F4B1R8,0
ID_7HGR5HPJJXDQ,0
ID_J9JBD8XX2HFX,0
ID_WWTPXTHVVRC0,1
ID_WIAJFMKV6NE0,0
ID_35PFFWC238FS,0
ID_R6ZQ2GIBG90B,0
ID_92IWWD13URTB,0
ID_ZNZSWFIENS3G,0
ID_Z3Q5R37NWHJW,0
ID_8RL6CF2XSXPH,1
ID_B058L5HO7W7Y,0
ID_4GDE55E2OBN5,0
ID_IFZO8GE2OX34,0
ID_BRX9WC982COS,0
ID_EKS372OIY3S0,0
ID_VG843CHFO1FG,0
ID_1OK0ZJWCPX2L,0
ID_SHX94IHZ7ZJI,0
ID_P58T75V4POCK,0
ID_42EF99FEBKJL,0
ID_PL1319HONRWU,0
ID_7N8J3Z2VO6MI,0
ID_COV0RN9JVLPT,0
ID_MJXACYS4W952,0
ID_EH02EY2MM2S1,1
ID_81E7KXG55YF0,0
ID_KTBIN6WI9MOY,1
ID_G95X6HKZKPE3,0
ID_ZL06LVK56AS2,0
ID_J6QGHIRN5XHO,0
ID_TDV8F8G87ZZH,0
ID_0IF3C4DFDN7L,1
ID_JNR2X7LWLKX8,0
ID_31IAUMWOYSQT,0
ID_22ABOKSN2ELD,0
ID_OUGSFUQRMM2L,1
ID_44FCTFJ6NMT5,0
ID_U2SWCU7C524L,0
ID_XIEHAE7D1GOM,0
ID_ZOHCNGTU4Y58,0
ID_KAFDHEWJ6DUS,0
ID_GWB751DLAR94,0
ID_WM108R7RDWMZ,0
ID_QJ083XL674QH,0
ID_2DU8SRO51HJ7,0
ID_J65MK6IHZVXV,0
ID_CGN3IXUU3NLO,0
ID_HDEOYBI3UXTB,0
ID_HG2A5V232PWZ,0
ID_J6YS1R1H35YQ,0
ID_2WKL8JOBMES1,0
ID_ZL677FO6DRRH,0
ID_83RT7D9PI554,0
ID_8NEFKDERRJW8,0
ID_ECJHAOE5Y5RQ,0
ID_9I4V4AH49C12,0
ID_B2L27UH0WTEZ,0
ID_QTYKTKYQT10J,0
ID_G9JILTNNQG39,0
ID_D3SLTA7ACNVY,0
ID_76ZO4UCIW4G9,0
ID_NK7HWEGXB0W1,0
ID_NWLZX7QZQ0TE,0
ID_GPXNC0FY2BIA,0
ID_VCUANF37BMN5,0
ID_WFK10HG27HNU,0
ID_HAI1518664AU,0
ID_V9O61NUI2H1Z,0
ID_FWTG4LZFV7S6,1
ID_QXYPDQWX96AZ,1
ID_F5LQ1F6Y7AH2,0
ID_GSMO0MBLLDZ6,1
ID_4W92E3SFI5PX,0
ID_Z57D42LQPQLQ,0
ID_59UCNUA17NRT,0
ID_HTD5WMWBGECL,0
ID_IS07XFJRHR7J,0
ID_756D4W4FNHY6,0
ID_4YSGU92FFZCT,1
ID_NBB7LN60RDUD,1
ID_MVV6D6023M4B,1
ID_0WNZ7RXU77J6,0
ID_UVXEZYVNHSA9,1
ID_RH5ZX6QFN5EY,0
ID_REPW73JWO1FP,0
ID_H3QEOD2Y0SWR,0
ID_H42I2EJ9I3TW,0
ID_6XV1YPPQOJOP,0
ID_67LZ2JAQXUWU,0
ID_GCXFMP8ERS07,0
ID_XFARVFF39SWB,0
ID_U0CPCR8RA7CF,0
ID_ORBXP1D3GZJ3,1
ID_ZBJLD58P5KOX,0
ID_HLHDJKQKB7OJ,1
ID_MR411KJ99IAM,1
ID_1Y9BLI2XWHQF,1
ID_CQRHTOAU0KXR,0
ID_V7AXBBOVGCLK,0
ID_EN3Y3FTSAQ2I,0
ID_SQ3CPH4GE9I8,0
ID_N71M0R9KXJ7S,0
ID_6KN804SL8AIV,0
ID_SJ1RPT7E6RXY,0
ID_XY0S5HGF1933,0
ID_X2N6WXCNIOPO,1
ID_XI6OF5PO96BT,1
