MERCHANT_CATEGORIZED_AT,MERCHANT_NAME,MERCHANT_CATEGORIZED_AS,PURCHASE_VALUE,PURCHASED_AT,IS_PURCHASE_PAID_VIA_MPESA_SEND_MONEY,USER_AGE,USER_GENDER,USER_HOUSEHOLD,USER_INCOME,USER_ID,Transaction_ID
,SPANNERIGHT SELECT,,1320,2021-08-07 17:52:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_repan1v5
,SAFARICOM OFFERS  TUNUKIWA ON,,250,2021-05-27 09:24:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_0nfitu7d
,SPANNERIGHT SELECT,,310,2021-09-17 18:52:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_os80ato7
,GAME DISCOUNT,,11051,2021-05-20 16:23:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_s8vq8rd7
,FONDANBO 3,,3007,2022-02-14 18:18:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_r0zdcqxn
,QUICK MART LAVINGTON,,544,2022-03-22 18:23:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_lovozl5w
,SIZZLY HOUSE,,320,2022-02-11 13:50:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_b1yulbv1
,LAKE OIL GROUP LTD KILIMANI  YAYA,,500,2021-12-05 18:16:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_gg8wsein
,THIRSTY OAK1,,1600,2021-06-30 17:45:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_k1quhufv
,SHELL SPANNERIGHT SERVICE STATION,,1000,2022-02-06 10:18:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_w4fcqanm
,SAFARICOM OFFERS  TUNUKIWA ON,,50,2022-02-27 15:00:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_juv9y5z1
,PESAPAL,,2700,2021-05-08 15:46:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_f73tbs98
,LEGEND KAREN,,800,2021-06-14 12:45:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_o6bix6h1
,CHIQ JAPANESE RESTRAURANT,,1550,2022-01-23 15:43:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_lrl1p97i
,BAR NEXT DOOR VENTURES LTD,,1050,2021-11-24 18:21:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_baxknfdz
,LEGEND KAREN,,1400,2021-08-10 17:25:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_0poppbmq
,OAKS  CORKS - ONLINE,,2569,2022-01-01 20:00:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_s2dbbsbu
,MABONENG LIMITED,,1720,2021-08-01 11:30:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_tf16ewm6
,BARISTAPRO KENYA LTD,,200,2021-11-24 11:41:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_gdmwekl1
,PAYTECH -THE JUNCTION MALL,,60,2021-11-26 12:37:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_tc65m59q
,CALDIS LIMITED,,1020,2021-10-31 08:43:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_jjdzuiei
,FRESH AND MORE,,700,2022-03-05 16:47:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_k7s6pjeh
,AMAYA TECHNOLOGY CO LTD - THE HUB KAREN 2,,708,2022-01-31 10:23:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_p6exxws6
,SAFARICOM OFFERS  TUNUKIWA ON,,50,2022-02-02 09:00:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_y8s9aump
,BIGGY SMALLS LIQUOR STORE,,400,2021-11-19 19:20:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_mk2yy632
,CHRISTIE'S ENTERPRISES LTD,,280,2022-02-12 14:31:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_ckfbbazl
,MELPRI ENTERPRISES,,600,2021-10-06 10:03:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_jgvl3jtw
,OAKS  CORKS - ONLINE,,1229,2021-06-29 21:57:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_k03ljuiw
,CHIQ-QICK GROUP LTD,,350,2022-03-05 11:00:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_xx3fx0v6
,SPOTIFY  SPOTIFY,,49,2022-01-20 12:35:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_u7opdput
,KAREN PROVISION STORES,,2985,2022-02-05 09:22:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_ce4f6hig
,SPANNERIGHT SELECT,,1230,2022-03-19 18:49:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_iv5wqwix
,SAFARICOM OFFERS  TUNUKIWA ON,,50,2022-01-30 10:24:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_xsv6mc6h
,MAMA ROCKS - BURGER KITCHEN LTD,,1296,2022-01-29 13:02:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_6j709st1
,CARREFOUR,,1175,2021-06-11 12:55:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_s0w6q7uj
,MIALLE SEVENTY TWO RESORT LIMITED,,1000,2021-11-23 00:46:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_e25glqkp
,MELPRI ENTERPRISES,,1950,2022-01-08 18:29:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_2m0mcn9t
,BARISTAPRO KENYA LTD,,350,2022-03-18 07:35:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_txq71z5p
,LEGEND KAREN,,850,2021-08-24 13:12:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_p2wbhxks
,LEGEND KAREN,,250,2021-08-01 16:22:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_ir011bjx
,PESAPAL,,520,2022-02-14 15:18:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_ctrtl3n9
,WESTGATE SHOPPING MALL LTD  ESTHER ON,,250,2021-10-31 13:40:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_cm44x4ge
,WINES AND LIQUOR ENTERPRISES,,520,2021-12-06 13:01:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_rp48icmq
,TECH INNOVATORS NETWORK LTD,,10,2022-02-02 08:08:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_lr6uopd0
,NAIVAS WATERFRONT KAREN,,430,2021-06-17 17:26:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_m20rum8c
,GAMECHANGER JUNCTION,,29995,2022-01-14 10:19:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_fq7enqv1
,OLENGARE LIMITED,,1800,2021-07-03 13:25:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_dy6yb7bv
,STATES BARBERSHOP,,4300,2022-01-04 00:32:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_kjrdcv0c
,THIRSTY OAK1,,550,2021-05-29 14:00:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_3u9r7doz
,BAR NEXT DOOR VENTURES LTD,,900,2022-02-18 19:25:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_9c5qrug2
,SASHARI LIMITED  SHEA ON,,16000,2021-06-10 15:51:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_3e8zrdub
,OAKS  CORKS - ONLINE,,1895,2021-10-03 20:42:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_ds60af1h
,VALLEY ARCADE STOP AND SHOP,,1870,2022-03-05 23:25:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_g2hpcgs4
,SAFARICOM POSTPAID BUNDLES,,500,2021-07-07 16:23:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_sfk8h52k
,"GRVL  GEN
GEMINI ON",,800,2021-12-18 13:40:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_s8b8xxxg
,MASAI MARA SOPA LODGE MARA  MELISSA ON,,900,2021-08-14 20:01:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_qozmflh0
,SAFARICOM LIMITED  ON,,99,2021-05-05 11:19:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_j6ahg5xg
,NSK DESI LOCO,,200,2021-07-14 17:13:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_pvuaj1l0
,PARK N GO  YAYA-SP ON,,50,2022-02-15 11:39:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_2n4g1bsy
,SAFARICOM OFFERS  TUNUKIWA ON,,200,2021-09-22 08:30:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_x2h10ref
,MIALLE SEVENTY TWO RESORT LIMITED,,2800,2021-11-28 14:06:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_dfmr6vo5
,TRADEMARK HOTEL -HERO BAR,,2000,2021-06-26 16:54:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_014935nh
,UJA SELECT,,1560,2021-06-18 19:07:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_y0dy1im8
,SAFARICOM OFFERS  TUNUKIWA ON,,50,2022-02-25 18:50:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_evcooo1q
,SPANNERIGHT SELECT,,100,2021-09-25 18:50:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_3vc199h7
,SAFARICOM OFFERS  TUNUKIWA ON,,20,2021-09-20 13:14:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_zokam1fi
,SAFARICOM OFFERS  TUNUKIWA ON,,200,2021-09-24 13:26:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_v0erdd9r
,SPANNERIGHT SELECT,,1060,2021-08-29 16:51:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_b0ffelg2
,MASAI MARA SOPA LODGE MARA,,450,2021-08-14 15:15:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_i5bg7bfs
,MANARA RESTAURANT,,300,2021-08-15 16:20:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_etxtglzb
,TBC SARIT FLAGSHIP STORE,,2380,2022-01-17 14:37:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_zrskbwcu
,MASAI MARA SOPA LODGE MARA  MELISSA ON,,1200,2021-08-14 18:54:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_brcw0csa
,WINES AND LIQUOR ENTERPRISES,,300,2021-12-08 16:35:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_gtewbc8h
,THIRSTY OAK1,,150,2021-11-05 15:57:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_x2jie4p1
,CLASSY TRENDS HAIR AND BEAUTY SALON,,5000,2021-10-18 17:59:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_63ccm1r7
,DOUBLE TOT WINES  SPIRITS 2,,1850,2021-11-28 16:09:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_utvlqkfl
,LEGEND KAREN,,800,2021-05-28 16:35:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_2jxqiuuq
,EYE FOUR STYLE,,1400,2021-12-31 21:11:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_9esx4wxz
,SHELL KAREN SS,,1000,2022-01-31 10:46:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_3jie5ghc
,FLUTTERWAVE PAYMENTS TECHNOLOGY LTD  HONEYCOIN ON,,300,2022-03-16 07:52:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_366lrpej
,IPAY LTD,,1200,2022-01-11 17:10:00+00,False,,Female,6,1000000,ID_180RJKP4,ID_j194zi0c
,CARREFOUR SRT,,9593,2021-05-02 10:08:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_lgrwtp2w
,JAVA,,7580,2021-01-28 11:13:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_ngnzmf08
,KENOL KOBIL,,2150,2020-06-14 15:11:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_9f1432rd
,SHOP AND,,2805,2021-02-20 15:05:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_oy65dotw
,CARREFOUR SRT,,8973,2021-08-20 11:04:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_m0v5exnv
,CARREFOUR SRT,,2313,2022-01-11 16:03:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_y6noeowp
,JAVA,,640,2021-06-23 07:01:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_z67g5f1m
,SAFARICOM OFFERS  TUNUKIWA ON,,250,2022-02-17 06:36:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_suohsmka
,NAIROBI JAVA,,2140,2021-01-23 08:20:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_w8ce448f
,SAFARICOM OFFERS,,20,2021-02-21 13:52:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_964yg17l
,WESTLANDS FLORIST AND GARDEN CENTRE,,2500,2022-02-14 11:48:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_usspnifg
,NAS AIRPORT,,550,2020-12-09 01:16:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_q1crrat8
,CARREFOUR SRT,,8758,2020-10-20 15:06:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_dgz7yfha
,JAVA,,650,2021-08-22 05:59:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_7zdgbzi2
,KAPS PARKING,,50,2020-11-08 16:13:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_p6cop95b
,SAFARICOM LIMITED,,80,2021-08-18 16:37:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_c42w1ayr
,CARREFOUR SRT,,10936,2021-01-10 13:49:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_6jhktocd
,PATRICK,,500,2021-05-08 05:58:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_pkj4c85d
,MERIDIAN ACCEPTANCES,,600,2021-01-03 12:48:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_v2z33bqi
,SHOP AND,,450,2021-03-06 15:11:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_7jvvives
,KFC SHELL,,3790,2021-02-06 11:08:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_poydf5oo
,SHOP AND,,900,2021-05-17 15:13:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_3fkulmii
,SAFARICOM SACCO DEPOSIT CONTRIBUTION,,3400,2022-01-26 13:34:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_jmuirqqd
,HOTEL RIVERVIEW,,350,2021-01-14 16:31:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_dwqxhtu1
,CHANDARANA SUPERMARKET ELDORET,,2910,2022-01-25 06:45:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_zek04pho
,CARREFOUR SRT,,1429,2020-12-31 13:49:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_he9z4q7q
,SHOP AND SAVE DISCOUNT MART,,1910,2022-03-09 16:30:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_whs4fgdw
,SAFARICOM LIMITED,,30,2021-08-11 15:19:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_lde9lvwi
,MAYA HOTEL,,1140,2021-01-25 19:50:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_anq7gqt8
,SAFARICOM LIMITED,,200,2021-01-23 08:25:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_wnhld8dh
,SAFARICOM OFFERS,,20,2021-02-14 18:08:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_g6ckkhs4
,ECITIZEN  VAWQGBE ON,,3050,2022-02-01 12:01:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_oy4xcnd8
,EAZZYPAY EQUITY,,130,2020-07-08 16:29:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_t27v5ppf
,ZUKU  FOR,,6799,2021-03-06 08:08:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_k72lt00w
,OILIBYA WAIYAKI,,5560,2021-01-16 04:35:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_329dhrz8
,SAFARICOM OFFERS,,20,2021-01-26 06:58:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_7q5cq0jb
,CHANDARANA RIDGEWAYS BRANCH,,7663,2022-03-07 15:33:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_d6fqfydg
,NANTIE GARDENS,,21000,2021-01-11 08:55:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_f9adt7nx
,NUMERO,,2100,2020-12-20 19:12:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_8zwdypxg
,KIBIC,,650,2021-08-20 11:16:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_l2ci4zbq
,SAFARICOM LIMITED,,30,2021-08-06 23:14:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_41qekp1a
,MEGA WHOLESALERS,,20000,2020-08-04 05:37:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_xfnlcjr4
,ARNICA PHARMACEUTICALS,,900,2021-04-13 11:06:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_c3uacpxp
,COPY XPRESS,,220,2020-11-20 11:00:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_k30ba9oh
,DR CECILIA,,13100,2021-06-12 09:19:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_9qcpcbkd
,SAFARICOM LIMITED,,99,2021-08-08 13:52:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_3yg61d27
,MERIDIAN ACCEPTANCES,,300,2021-01-14 12:39:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_ocqgpuxb
,DR CECILIA,,3000,2020-06-06 10:03:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_mb7z4eds
,ZUKU  FOR,,6681,2020-10-08 07:50:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_24ptv9q6
,ASHAKI GRILL,,1000,2021-02-07 16:39:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_xm730v3e
,FAMILY SMILE,,2000,2021-04-08 10:08:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_lp3d7snq
,VANESSA AKINYI,,600,2022-02-02 17:37:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_4qa7s35c
,ROBERT OMONDI,,5000,2021-05-14 08:06:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_jb7f7djx
,ASHAKI GRILL,,1000,2021-08-14 15:05:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_45nydm2e
,ZUKU,,7100,2021-12-06 07:59:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_b6wtzn0k
,CARREFOUR SRT,,7431,2022-01-01 10:23:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_5ekzd992
,KFC SHELL,,3990,2020-06-20 13:53:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_qfve7oyw
,NAIROBI JAVA,,460,2021-09-27 15:19:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_mtvz1a6p
,ZUKU  FOR,,6681,2020-09-09 03:03:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_gxlkl0du
,SHOPRITE,,5239,2020-06-14 12:41:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_wg8gva2m
,OILIBYA WAIYAKI,,5785,2020-12-22 10:56:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_to0yoqss
,ASHAKI GRILL,,750,2021-08-16 15:47:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_x6ib84tk
,SHOP AND,,4600,2021-04-02 12:59:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_u8opquma
,OILIBYA WAIYAKI,,5600,2021-05-06 12:10:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_shl7tf2s
,KAPS PARKING,,100,2021-05-14 11:16:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_utkbjfmz
,SAFARICOM LIMITED,,80,2021-08-14 18:07:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_yycbjff0
,CARREFOUR SRT,,12668,2020-12-24 08:39:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_8phekjys
,OILIBYA WAIYAKI,,5755,2020-08-30 11:51:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_t7e1d57u
,SHELL BARAKA,,2250,2021-03-23 16:45:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_fzb9d9vw
,CARREFOUR SRT,,9322,2020-09-02 14:58:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_xfx2ksom
,QUICK MART,,1400,2021-08-21 13:59:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_5eanlugt
,THE MIDNIGHT,,5300,2021-01-27 19:38:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_p8kqodzt
,MERIDIAN ACCEPTANCES,,300,2021-03-15 14:36:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_4vja1vfm
,CARREFOUR SRT,,8313,2020-11-03 12:28:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_7apa8n8a
,OILIBYA WAIYAKI,,4301,2021-05-14 14:08:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_cve2fevk
,NAIROBI JAVA,,1100,2021-05-15 07:43:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_dnp4hjeq
,SAFARICOM OFFERS,,2,2021-02-16 07:14:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_n19nomrh
,BIG SQUARE,,190,2021-02-05 06:13:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_u69u8ziv
,SAFARICOM SACCO DEPOSIT CONTRIBUTION,,70000,2022-02-07 14:57:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_i8qhr0dn
,AMAZON CAR,,300,2021-08-21 12:56:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_lqlqc891
,OILIBYA WAIYAKI,,3500,2020-08-16 15:29:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_alx7obs6
,PAUL CAFFE,,1210,2020-08-26 06:02:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_mm8xrjbe
,SAFARICOM LIMITED,,99,2021-07-23 06:06:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_4xm1gkgo
,SAFARICOM LIMITED,,50,2021-06-30 07:17:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_mov1fx54
,MERIDIAN ACCEPTANCES,,300,2021-02-16 08:21:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_182d3qg2
,SHOPRITE,,10342,2020-06-06 14:20:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_0xxyzkvl
,SIMION BHOKE,,350,2020-12-22 12:39:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_yr2p8a5z
,NANTIE GARDENS,,21000,2021-07-04 09:22:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_r3ri1ztv
,SHOP AND,,870,2020-06-20 14:10:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_8hmschom
,TRADEX,,240,2020-09-03 14:07:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_oxmwshrf
,CARREFOUR ONLINE,,1246,2021-12-15 08:12:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_8dtrml8p
,OILIBYA WAIYAKI,,6570,2020-09-11 06:51:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_j5t1gul3
,NAIROBI JAVA,,1100,2020-12-25 08:46:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_6u4o2rgf
,COCO JAMBO,,1700,2021-01-08 18:07:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_1s8tno4p
,MAYA HOTEL,,10000,2021-01-26 05:27:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_jq9qsdqp
,CELLULANT KENYA,,80132,2021-05-15 10:45:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_p42p59wf
,ZUKU  FOR,,6681,2021-01-09 07:00:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_y4b0fh8v
,OILIBYA WAIYAKI,,7600,2021-07-11 16:16:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_evrukotq
,NANTIE GARDENS HOMEOWNERS WELFARE GROUP  B70,,7000,2022-01-31 15:32:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_jwz90y4j
,EAGLE PEAK,,4150,2020-07-08 14:49:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_y0mss331
,WOOLWORTHS,,3200,2020-12-31 15:47:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_e2oxopc6
,ASHAKI GRILL,,1900,2021-08-16 16:04:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_n9thalja
,SHOP AND,,1290,2021-03-11 05:34:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_d7reufqh
,ARNICA PHARMACEUTICALS,,1500,2020-06-06 11:06:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_w3zu7w58
,SHOP AND,,830,2021-02-25 05:32:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_szsucrv7
,PICK UP MTAANI KENYA LTD,,180,2022-02-14 12:36:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_xpmtdv84
,JAVA NAIROBI HOSPITAL,,220,2022-02-19 06:53:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_acu0jepa
,CARREFOUR SRT,,11892,2021-08-26 15:28:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_0imo4vb5
,ARNICA PHARMACEUTICALS,,150,2020-06-05 12:48:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_x69e8i07
,SAFARICOM OFFERS,,20,2021-01-31 09:29:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_6yjclc9o
,OJIJO ROAD,,1250,2020-06-10 14:42:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_9zt5j8zl
,NUMERO,,4100,2020-12-29 19:05:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_bgyhaeh5
,SAFARICOM OFFERS,,20,2021-02-06 03:24:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_z36rewif
,MERIDIAN ACCEPTANCES,,500,2021-03-06 17:19:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_h6fxgzar
,BREES  BEES,,2000,2020-09-04 14:56:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_p29yhbns
,CARREFOUR SRT,,2365,2020-10-24 14:32:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_6tff4oxn
,SHOP AND,,1515,2021-03-03 05:35:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_lg30uf0m
,CARREFOUR SRT,,6861,2020-09-10 16:21:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_yrrjql45
,HIKERS AFRIQUE,,1000,2021-05-05 16:48:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_71qb5jkw
,KAPS PARKING,,100,2020-10-30 17:49:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_zfzy15c3
,DR CECILIA,,2600,2020-11-21 08:00:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_8cafgosa
,SAFARICOM LIMITED,,80,2021-08-17 16:20:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_oojhcee6
,DR CECILIA,,12100,2020-11-06 15:49:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_jvl79voi
,ZUKU  FOR,,6799,2021-02-06 07:04:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_4szmzhxb
,CARREFOUR SRT,,14035,2021-03-27 10:34:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_wriab3lk
,SHOP AND,,805,2021-05-06 12:29:00+00,False,,Male,3,200000,ID_ECX9BS4A,ID_uy5wx9vy
