Tour_ID,country,age_group,travel_with,total_female,total_male,purpose,main_activity,info_source,tour_arrangement,package_transport_int,package_accomodation,package_food,package_transport_tz,package_sightseeing,package_guided_tour,package_insurance,night_mainland,night_zanzibar,first_trip_tz,cost_category
tour_idifpom3oy,CANADA,25-44,Alone,1.0,0.0,Meetings and Conference,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,3,Yes,Normal Cost
tour_idhjb9a02g,FRANCE,25-44,With Spouse,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,No,No,No,No,No,No,7,3,Yes,Higher Cost
tour_idxm8ere1a,ZIMBABWE,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,5,No,Higher Cost
tour_idxcp6x5ro,NETHERLANDS,25-44,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,17,0,Yes,Low Cost
tour_id6k07jwg4,GERMANY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,Yes,Yes,No,No,Yes,No,No,5,12,Yes,High Cost
tour_idpdhlsohz,NETHERLANDS,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,2,7,Yes,Higher Cost
tour_id69f7yrmd,ICELAND,65+,Alone,0.0,1.0,Visiting Friends and Relatives,Bird Tourism,"Friends, relatives",Independent,Yes,No,No,No,No,No,No,10,0,No,Normal Cost
tour_idmfqycv7s,SOUTH AFRICA,45-64,Alone,0.0,1.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,2,0,Yes,Normal Cost
tour_idfhjay42e,UNITED ARAB EMIRATES,65+,With Other Friends/Relatives,1.0,3.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,Yes,6,0,Yes,Higher Cost
tour_idlqhjkqb6,FRANCE,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Business,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,No,No,No,No,0,7,Yes,High Cost
tour_id2b8hgjsr,NAMIBIA,25-44,,1.0,0.0,Meetings and Conference,Mountain Climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,Yes,Lower Cost
tour_idfytib5bk,GERMANY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Conference Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,13,4,Yes,Higher Cost
tour_idfby88j31,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,6,0,Yes,Higher Cost
tour_idl7cwjciq,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,14,0,Yes,Higher Cost
tour_id51eko7iw,UNITED STATES OF AMERICA,45-64,With Other Friends/Relatives,2.0,2.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,8,4,Yes,Normal Cost
tour_idqsh8txoc,ZAMBIA,25-44,With Other Friends/Relatives,3.0,0.0,Other,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Yes,Lower Cost
tour_id4vik6awq,IRELAND,25-44,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,High Cost
tour_idmo7yyyg7,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,10,0,Yes,Higher Cost
tour_idivac5w93,KENYA,25-44,Alone,0.0,1.0,Meetings and Conference,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_id05rg3iog,SOUTH AFRICA,25-44,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,39,Yes,Normal Cost
tour_idm2ck9i1v,ZIMBABWE,25-44,Alone,0.0,1.0,Business,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,1,0,Yes,Lower Cost
tour_idg0j56mc4,UNITED KINGDOM,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,7,4,Yes,Higher Cost
tour_idpewinkoo,INDIA,25-44,Alone,0.0,1.0,Business,Mountain Climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,5,0,No,Normal Cost
tour_idssz9lhre,UNITED KINGDOM,18-24,Alone,1.0,0.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,12,3,Yes,High Cost
tour_idbdtt90nh,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,14,0,Yes,Higher Cost
tour_id77iiqmm6,UNITED KINGDOM,45-64,With Spouse,1.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,30,0,No,Normal Cost
tour_id2n6j0nx7,FRANCE,25-44,With Children,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,6,Yes,Higher Cost
tour_id7bqxhi1y,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,0,8,Yes,High Cost
tour_idy4gb1qqq,SOUTH AFRICA,25-44,,0.0,1.0,Meetings and Conference,Wildlife Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,3,0,No,Low Cost
tour_id3nxkw85e,INDIA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,12,0,No,Lower Cost
tour_idq3nfamkw,UNITED KINGDOM,25-44,With Other Friends/Relatives,0.0,4.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,17,0,No,Lower Cost
tour_id3hj5tapl,CHILE,45-64,,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,No,Yes,Yes,Yes,No,13,0,Yes,Low Cost
tour_idtdvj9utz,ITALY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,No,No,0,14,No,Higher Cost
tour_idsgyenv15,UGANDA,25-44,Alone,0.0,1.0,Business,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,No,Lower Cost
tour_id6ds1yda0,UNITED KINGDOM,65+,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,7,0,No,High Cost
tour_id84zho30z,ZAMBIA,25-44,Alone,0.0,1.0,Business,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost
tour_idcc4p5c3w,FRANCE,45-64,With Spouse and Children,2.0,2.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,6,3,Yes,Highest Cost
tour_id3afy0zun,SWEDEN,18-24,With Other Friends/Relatives,1.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,6,Yes,Lower Cost
tour_idqoeg8r1s,KENYA,25-44,Alone,1.0,0.0,Meetings and Conference,Mountain Climbing,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,1,0,Yes,Lower Cost
tour_idq8d8gic6,UNITED STATES OF AMERICA,25-44,,0.0,1.0,Leisure and Holidays,Wildlife Tourism,Trade fair,Package Tour,Yes,Yes,Yes,No,No,No,Yes,1,0,Yes,High Cost
tour_idirglff5z,FRANCE,25-44,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,No,No,No,0,10,Yes,High Cost
tour_iduqpubt8f,RWANDA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
tour_idhzic9nqa,BURUNDI,25-44,,0.0,1.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
tour_idrhjhkij9,UNITED KINGDOM,18-24,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,Others,Package Tour,No,No,No,No,Yes,No,Yes,7,7,No,Higher Cost
tour_idxiu0f07v,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Other,Widlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,Yes,No,No,5,4,Yes,High Cost
tour_id15ra2kft,UNITED KINGDOM,18-24,,1.0,0.0,Volunteering,Conference Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,9,0,Yes,High Cost
tour_idvxrwkfvu,KOREA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,No,No,No,3,0,Yes,Lower Cost
tour_idjfolz82a,CANADA,25-44,With Other Friends/Relatives,2.0,0.0,Volunteering,Beach Tourism,Others,Independent,No,No,No,No,No,No,No,17,3,Yes,Normal Cost
tour_idn88me3zf,AUSTRALIA,25-44,With Other Friends/Relatives,2.0,0.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,10,4,Yes,Higher Cost
tour_idnwtshrdq,CANADA,25-44,With Other Friends/Relatives,2.0,0.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,60,0,No,High Cost
tour_id7xfrk7ut,UNITED ARAB EMIRATES,25-44,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,2,Yes,Low Cost
tour_idpfec3pkc,AUSTRALIA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,No,Yes,Yes,Yes,No,6,0,Yes,Higher Cost
tour_idtkngl57b,UNITED STATES OF AMERICA,25-44,With Other Friends/Relatives,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,4,0,No,Normal Cost
tour_iddgbxvyvs,BURUNDI,18-24,Alone,0.0,1.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,No,Lower Cost
tour_idz5kdxhx4,BELGIUM,18-24,Alone,1.0,0.0,Volunteering,Cultural Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,No,No,11,0,Yes,Normal Cost
tour_idrsvtfv1r,MALAWI,25-44,With Other Friends/Relatives,3.0,0.0,Meetings and Conference,Widlife Tourism,Others,Independent,No,No,No,No,No,No,No,4,0,No,Normal Cost
tour_idnkugosii,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,10,0,Yes,High Cost
tour_idp0m66m05,FRANCE,25-44,Alone,1.0,0.0,Business,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,14,0,Yes,Normal Cost
tour_idvloxjl94,UNITED STATES OF AMERICA,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,No,No,No,No,Yes,No,9,0,Yes,Higher Cost
tour_idh2s4urq6,SWEDEN,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,0,9,No,High Cost
tour_idlxrujvih,FRANCE,45-64,Alone,0.0,1.0,Leisure and Holidays,Conference Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,8,0,Yes,High Cost
tour_id5dyz5tkg,ITALY,18-24,With Other Friends/Relatives,1.0,0.0,Volunteering,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,27,0,Yes,Lower Cost
tour_idb70g2wrs,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,0,7,Yes,High Cost
tour_idu9nt148c,GERMANY,45-64,With Spouse,0.0,0.0,Scientific and Academic,Business,"Friends, relatives",Independent,No,No,No,No,Yes,No,No,15,0,No,Normal Cost
tour_idemuuhk5m,UAE,45-64,Alone,1.0,0.0,Leisure and Holidays,Cultural Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,0,4,Yes,Normal Cost
tour_id4cr2m7lm,DENMARK,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,10,0,Yes,Normal Cost
tour_id1ele70eq,KENYA,25-44,Alone,0.0,1.0,Meetings and Conference,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Lower Cost
tour_idwl2xqxog,FRANCE,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,Yes,Yes,0,7,Yes,High Cost
tour_idp3lzae3v,UNITED KINGDOM,25-44,With Other Friends/Relatives,2.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,5,3,Yes,Higher Cost
tour_idh1qc1m1m,UGANDA,25-44,With Children,1.0,1.0,Meetings and Conference,Mountain Climbing,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,5,0,Yes,Low Cost
tour_idiiybszgx,KENYA,45-64,Alone,0.0,1.0,Business,Wildlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,2,0,No,Low Cost
tour_idn75sljm5,FRANCE,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,9,2,Yes,Higher Cost
tour_idpxx378gl,UNITED STATES OF AMERICA,25-44,,0.0,1.0,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,Yes,Normal Cost
tour_idvnq4gksk,INDIA,25-44,With Other Friends/Relatives,0.0,2.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,6,0,No,Normal Cost
tour_idzmdj54pt,UNITED STATES OF AMERICA,65+,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,Yes,Yes,No,12,0,Yes,Higher Cost
tour_idj4viwebv,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,0,7,Yes,High Cost
tour_idmr4mbtq8,GERMANY,45-64,With Other Friends/Relatives,3.0,2.0,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,14,0,No,Normal Cost
tour_idknd1or5a,KENYA,25-44,Alone,1.0,0.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,0,No,Low Cost
tour_idqroio2v5,FRANCE,25-44,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,7,6,Yes,High Cost
tour_id3xrhwpf4,ITALY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,Yes,No,Yes,8,2,Yes,Higher Cost
tour_idcz49ly49,ZAMBIA,25-44,Alone,1.0,0.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Low Cost
tour_id1wwou681,GERMANY,45-64,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,9,0,Yes,Higher Cost
tour_idawtwfjqa,BAHRAIN,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Package Tour,Yes,Yes,No,No,No,No,No,0,6,Yes,High Cost
tour_idetx0mp4p,GERMANY,45-64,With Children,2.0,2.0,Leisure and Holidays,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,5,Yes,High Cost
tour_idrxfar37d,UGANDA,25-44,Alone,0.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,7,7,No,High Cost
tour_id5y0vjf57,GERMANY,45-64,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,8,0,Yes,Higher Cost
tour_ide4x0prc2,FRANCE,25-44,With Other Friends/Relatives,4.0,4.0,Leisure and Holidays,Beach Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,0,5,Yes,Low Cost
tour_idojp1p611,ZIMBABWE,45-64,Alone,0.0,1.0,Business,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,2,0,No,Low Cost
tour_idommcdnr9,NEW ZEALAND,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,5,0,Yes,Normal Cost
tour_idyqye7mmc,UNITED STATES OF AMERICA,45-64,Alone,1.0,0.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,No,Yes,6,0,Yes,High Cost
tour_id52162xn5,ITALY,45-64,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,Yes,7,0,Yes,Higher Cost
tour_idc945bzfk,POLAND,25-44,With Children,1.0,2.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,8,0,Yes,Normal Cost
tour_idk6bw6ng2,SWEDEN,45-64,Alone,0.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,15,0,No,Normal Cost
tour_id1yobzvwj,KENYA,45-64,Alone,0.0,1.0,Business,Widlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,30,0,No,Normal Cost
tour_idsuh513hq,KENYA,45-64,Alone,0.0,1.0,Meetings and Conference,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,0,No,Normal Cost
tour_idnay85the,GERMANY,18-24,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,60,0,Yes,Normal Cost
tour_idi2ng4zow,KENYA,25-44,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Low Cost
tour_id9kscd7k7,DENMARK,<18,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Conference Tourism,Others,Package Tour,Yes,Yes,Yes,Yes,No,Yes,Yes,7,0,Yes,Higher Cost
tour_id0s846n5g,UNITED KINGDOM,25-44,With Other Friends/Relatives,3.0,1.0,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Package Tour,No,Yes,Yes,Yes,No,Yes,No,12,0,Yes,Higher Cost
tour_idb8ul1ybc,BURUNDI,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Cultural Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,1,0,No,Lower Cost
tour_idt47zqyjr,ZIMBABWE,45-64,Alone,0.0,1.0,Business,Widlife Tourism,Others,Independent,No,No,No,No,No,No,No,4,0,Yes,Lower Cost
tour_idyhaij7km,UNITED KINGDOM,18-24,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Independent,No,No,No,No,No,No,No,6,4,Yes,Normal Cost
tour_idpa58tc6x,UNITED KINGDOM,45-64,With Spouse and Children,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,8,5,Yes,Higher Cost
tour_id662mgxlk,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,4,0,Yes,High Cost
tour_id1zhgkmui,FRANCE,45-64,With Spouse,1.0,0.0,Leisure and Holidays,Cultural Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,No,No,7,0,Yes,High Cost
tour_idibo2r8iv,FRANCE,45-64,With Spouse and Children,3.0,4.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,5,8,No,Higher Cost
tour_idrfwicro6,AUSTRALIA,18-24,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,Yes,No,Yes,7,6,Yes,Higher Cost
tour_idfoejfy7m,UNITED ARAB EMIRATES,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Friends, relatives",Package Tour,No,Yes,Yes,Yes,No,No,No,1,3,No,High Cost
tour_idl3lrlvb8,FRANCE,45-64,With Spouse and Children,3.0,3.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,No,4,6,Yes,Highest Cost
tour_idgj8hm932,KOREA,25-44,Alone,1.0,0.0,Leisure and Holidays,Beach Tourism,Tanzania Mission Abroad,Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,2,7,Yes,High Cost
tour_idhoez3qeq,SOUTH AFRICA,25-44,With Spouse and Children,3.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,No,Yes,0,7,No,Highest Cost
tour_idtbxvfitp,UNITED KINGDOM,25-44,With Spouse,1.0,1.0,Visiting Friends and Relatives,Mountain Climbing,"Friends, relatives",Independent,No,No,No,No,No,No,No,3,4,No,Lower Cost
tour_idnl84ucur,FRANCE,65+,With Spouse,1.0,1.0,Leisure and Holidays,Wildlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,No,No,No,15,5,No,Higher Cost
tour_ideuas6z14,UKRAIN,45-64,Alone,1.0,0.0,Other,Hunting Tourism,Others,Independent,No,No,No,No,No,No,No,1,0,No,Lower Cost
tour_id41ddgqz9,SOUTH AFRICA,25-44,With Spouse and Children,2.0,2.0,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Package Tour,No,Yes,Yes,Yes,No,Yes,Yes,0,7,Yes,High Cost
tour_ida48ztpdl,UNITED STATES OF AMERICA,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Wildlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,20,0,Yes,Normal Cost
tour_id0d78zqf9,UNITED STATES OF AMERICA,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,No,Yes,Yes,Yes,No,Yes,No,8,4,Yes,High Cost
tour_id3r7etspk,BURUNDI,45-64,,0.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,No,Lower Cost
tour_id0lomlh9b,ITALY,65+,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,Yes,Yes,Yes,Yes,11,0,Yes,High Cost
tour_idyvkow12d,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Travel agent, tour operator",Independent,Yes,Yes,Yes,No,No,No,No,0,6,Yes,High Cost
tour_id73d5cw38,SWIZERLAND,45-64,With Other Friends/Relatives,2.0,0.0,Visiting Friends and Relatives,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,19,2,Yes,Normal Cost
tour_idirgo3lbu,GERMANY,25-44,With Other Friends/Relatives,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,32,5,Yes,High Cost
tour_idms7dtfdg,SOUTH AFRICA,45-64,Alone,1.0,0.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Package Tour,Yes,Yes,No,No,No,No,No,1,0,No,Normal Cost
tour_idx8gqy72o,SPAIN,25-44,Alone,0.0,1.0,Visiting Friends and Relatives,Beach Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,No,Normal Cost
tour_idbuk6tuy6,UNITED KINGDOM,18-24,,1.0,0.0,Scientific and Academic,Conference Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,29,0,Yes,Low Cost
tour_idt4k4n55a,PORTUGAL,18-24,Alone,0.0,1.0,Volunteering,Beach Tourism,"Travel agent, tour operator",Independent,No,No,No,No,No,No,No,26,2,Yes,Normal Cost
tour_idxkrzyyya,FINLAND,18-24,With Spouse,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Newspaper, magazines, brochures",Independent,No,No,No,No,No,No,No,5,6,Yes,Normal Cost
tour_ida03t9h7l,GERMANY,45-64,With Children,1.0,1.0,Leisure and Holidays,Widlife Tourism,"Travel agent, tour operator",Package Tour,Yes,Yes,Yes,No,No,Yes,Yes,9,3,Yes,High Cost
tour_id78fn6q5l,UNITED KINGDOM,18-24,Alone,0.0,1.0,Leisure and Holidays,Widlife Tourism,"Friends, relatives",Package Tour,Yes,Yes,Yes,Yes,No,Yes,No,4,0,No,Normal Cost
tour_idbg1rkt8e,INDIA,25-44,Alone,0.0,1.0,Meetings and Conference,Mountain Climbing,Others,Independent,No,No,No,No,No,No,No,60,0,No,Low Cost
tour_id38h5y3j4,ITALY,25-44,With Spouse,1.0,1.0,Leisure and Holidays,Beach Tourism,"Radio, TV, Web",Package Tour,Yes,Yes,Yes,Yes,No,No,Yes,1,6,Yes,High Cost
tour_id13wz41v2,UGANDA,65+,Alone,0.0,1.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,2,0,Yes,Lower Cost
tour_idz2j9r478,UNITED STATES OF AMERICA,25-44,Alone,1.0,0.0,Visiting Friends and Relatives,Hunting Tourism,"Friends, relatives",Independent,No,No,No,No,No,No,No,4,0,Yes,Normal Cost
