Date,Season,Match_ID,Game_ID,Home Team,Away Team,Score
2016-09-14,1,120.0,ID_W3F61OZ8,Cosmos Redshift 7,Circinus,Home Win
2018-02-13,2,110.0,ID_EWTPLPQM,Sculptor,Circinus,Draw
2018-05-18,2,199.0,ID_ZJ5I8APD,Circinus,Sculptor,Away win
2018-04-12,2,153.0,ID_FH7XN5HK,Circinus,Medusa Merger,Away win
2018-06-05,2,219.0,ID_4PB4VL5Q,Circinus,Milky Way,Draw
2018-04-03,2,141.0,ID_T9ASGHM0,Comet,Circinus,Home Win
2018-01-06,2,60.0,ID_YXXCNK2G,Milky Way,Circinus,Draw
2018-01-20,2,80.0,ID_UHMPXW5E,Tadpole,Circinus,Draw
2017-01-05,1,86.0,ID_6K7LRVTC,Sombrero,Coma Pinwheel,Home Win
2016-09-29,1,94.0,ID_AO08Y8FZ,Coma Pinwheel,Sculptor,Home Win
2017-08-16,1,172.0,ID_OIZQHOLE,Coma Pinwheel,Comet,Home Win
2017-02-16,1,98.0,ID_58Y3YYGP,Coma Pinwheel,Cosmos Redshift 7,Away win
2017-08-25,1,189.0,ID_WX90Q0Q3,Coma Pinwheel,Milky Way,Away win
2016-08-28,1,111.0,ID_7KQ7M6CR,Comet,Coma Pinwheel,Away win
2016-12-21,1,122.0,ID_RJZDWDAU,Cosmos Redshift 7,Coma Pinwheel,Home Win
2017-03-01,1,133.0,ID_0OPXV0TY,Eye of Sauron,Coma Pinwheel,Home Win
2016-09-21,1,138.0,ID_897S67BZ,Fireworks,Coma Pinwheel,Draw
2016-08-24,1,97.0,ID_ZF8TL0GP,Coma Pinwheel,Sombrero,Draw
2016-08-04,1,99.0,ID_H0Q7JNV1,Coma Pinwheel,Eye of Sauron,Away win
2017-09-05,1,205.0,ID_ULFMIS9R,Medusa Merger,Coma Pinwheel,Home Win
2017-01-12,1,56.0,ID_7GHLYGYV,Sculptor,Coma Pinwheel,Home Win
2017-10-24,2,2.0,ID_VACHXR44,Milky Way,Coma Pinwheel,Home Win
2018-01-30,2,96.0,ID_UY24QO9Y,Milky Way,Tadpole,Draw
2017-12-15,2,56.0,ID_42DWN5QA,Tadpole,Comet,Home Win
2017-08-29,1,193.0,ID_33AOLMD8,Sombrero,Comet,Draw
2016-11-08,1,107.0,ID_EK4VZ52Q,Comet,Sculptor,Draw
2017-03-06,1,112.0,ID_BBYSJZ7Z,Comet,Eye of Sauron,Home Win
2017-02-28,1,113.0,ID_CAO3DHF3,Comet,Fireworks,Home Win
2017-08-21,1,182.0,ID_WQ6K1M6J,Comet,Medusa Merger,Draw
2016-12-08,1,134.0,ID_JL0A7NYU,Eye of Sauron,Comet,Away win
2016-08-25,1,143.0,ID_F04XYXNO,Fireworks,Comet,Draw
2017-01-08,1,166.0,ID_WH4S1N9Q,Milky Way,Comet,Draw
2018-01-02,2,58.0,ID_G5EFF75Z,Comet,Sculptor,Home Win
2017-11-27,2,31.0,ID_ENOCMDPI,Comet,Milky Way,Away win
2016-08-09,1,110.0,ID_UWJ3YGHF,Comet,Sombrero,Draw
2016-11-27,1,114.0,ID_8JTQDHX3,Comet,Milky Way,Away win
2016-11-05,1,124.0,ID_2V7QGMM2,Cosmos Redshift 7,Comet,Draw
2016-09-21,1,155.0,ID_IXRGB6OV,Medusa Merger,Comet,Home Win
2018-04-30,2,178.0,ID_T5467PO8,Comet,Tadpole,Draw
2018-05-05,2,187.0,ID_MWCIADS6,Medusa Merger,Comet,Home Win
2018-06-02,2,217.0,ID_9V6TAYFV,Milky Way,Comet,Home Win
2018-03-06,2,126.0,ID_40OQTBJ8,Sculptor,Comet,Draw
2017-02-15,1,83.0,ID_Q4V1C0YI,Sombrero,Sculptor,Home Win
2017-08-14,1,167.0,ID_JFK7XPYK,Sombrero,Medusa Merger,Draw
2017-03-08,1,90.0,ID_WDA74NYV,Sombrero,Milky Way,Away win
2017-01-18,1,121.0,ID_FHG03TE0,Cosmos Redshift 7,Sombrero,Home Win
2017-08-22,1,183.0,ID_B8MME8GP,Eye of Sauron,Sombrero,Draw
2016-11-09,1,142.0,ID_S7T4YYCU,Fireworks,Sombrero,Draw
2016-10-30,1,60.0,ID_1LEM1AAP,Sculptor,Milky Way,Draw
2016-09-21,1,137.0,ID_0M5K2L1J,Eye of Sauron,Milky Way,Home Win
2016-08-03,1,158.0,ID_WT3PHABY,Medusa Merger,Milky Way,Home Win
2016-12-06,1,212.0,ID_24HKPKQH,Milky Way,Sombrero,Home Win
2016-08-14,1,210.0,ID_QRQCZ4Z4,Milky Way,Cosmos Redshift 7,Home Win
2017-08-19,1,177.0,ID_YYCO8ZBA,Milky Way,Eye of Sauron,Home Win
2016-11-30,1,211.0,ID_QGNRR2WQ,Milky Way,Fireworks,Draw
2017-01-19,1,169.0,ID_PBG2XS57,Milky Way,Medusa Merger,Away win
2016-08-03,1,118.0,ID_J1010ZTT,Cosmos Redshift 7,Sculptor,Home Win
2017-01-15,1,126.0,ID_2E3951AN,Cosmos Redshift 7,Medusa Merger,Home Win
2017-01-07,1,135.0,ID_XW18HGR9,Eye of Sauron,Cosmos Redshift 7,Away win
2017-08-11,1,209.0,ID_OZKQYKQF,Medusa Merger,Cosmos Redshift 7,Draw
2016-11-26,1,125.0,ID_D801VVTI,Cosmos Redshift 7,Eye of Sauron,Home Win
2017-01-04,1,57.0,ID_Y1FWWSBP,Sculptor,Cosmos Redshift 7,Draw
2016-10-26,1,144.0,ID_LRWZVXJZ,Fireworks,Cosmos Redshift 7,Home Win
2017-09-02,1,204.0,ID_GPZBRVUQ,Eye of Sauron,Medusa Merger,Away win
2016-12-21,1,156.0,ID_U2DPW95R,Medusa Merger,Eye of Sauron,Home Win
2016-12-11,1,157.0,ID_2KH2XHCH,Medusa Merger,Fireworks,Home Win
2016-10-29,1,87.0,ID_PYUUJ5M3,Sombrero,Cosmos Redshift 7,Away win
2017-09-05,1,206.0,ID_SQB73VYU,Cosmos Redshift 7,Fireworks,Home Win
2016-09-29,1,88.0,ID_HPTFSC3K,Sombrero,Eye of Sauron,Home Win
2017-08-30,1,197.0,ID_XMQ5NR2G,Sculptor,Eye of Sauron,Draw
2016-11-30,1,132.0,ID_LEBJ75LN,Eye of Sauron,Sculptor,Away win
2016-10-02,1,136.0,ID_QZMTM1LI,Eye of Sauron,Fireworks,Away win
2018-04-27,2,168.0,ID_0DQCXCXH,Tadpole,Milky Way,Draw
2016-09-15,1,58.0,ID_T62C8AP0,Sculptor,Fireworks,Home Win
2016-08-28,1,59.0,ID_PREVA6HZ,Sculptor,Medusa Merger,Away win
2017-02-19,1,151.0,ID_9DJ219JY,Medusa Merger,Sculptor,Home Win
2016-10-23,1,154.0,ID_A1PN23J6,Medusa Merger,Sombrero,Home Win
2017-08-16,1,171.0,ID_XFQO60PZ,Milky Way,Sculptor,Draw
2018-02-09,2,105.0,ID_VTVBHCO7,Sculptor,Milky Way,Home Win
